 ±º‰¥¡,CH1-æ‡¿Î1
1198.08535,0.02707
1198.08635,0.027812
1198.08735,0.02853
1198.08835,0.029181
1198.08935,0.029752
1198.09035,0.030231
1198.09135,0.030636
1198.09235,0.03096
1198.09335,0.03123
1198.09435,0.031468
1198.09535,0.031656
1198.09635,0.031805
1198.09735,0.031943
1198.09835,0.032067
1198.09935,0.032199
1198.10035,0.032348
1198.10135,0.0325
1198.10235,0.03267
1198.10335,0.032837
1198.10435,0.032983
1198.10535,0.03313
1198.10635,0.033304
1198.10735,0.033494
1198.10835,0.033712
1198.10935,0.033925
1198.11035,0.034116
1198.11135,0.034274
1198.11235,0.034425
1198.11335,0.034547
1198.11435,0.034654
1198.11535,0.034709
1198.11635,0.034705
1198.11735,0.034641
1198.11835,0.034545
1198.11935,0.034386
1198.12035,0.034201
1198.12135,0.033983
1198.12235,0.033726
1198.12335,0.03343
1198.12435,0.033082
1198.12535,0.032704
1198.12635,0.032293
1198.12735,0.03189
1198.12835,0.031498
1198.12935,0.031106
1198.13035,0.030706
1198.13135,0.03031
1198.13235,0.029935
1198.13335,0.029609
1198.13435,0.029287
1198.13535,0.028992
1198.13635,0.028722
1198.13735,0.02847
1198.13835,0.028263
1198.13935,0.028109
1198.14035,0.028009
1198.14135,0.027954
1198.14235,0.027931
1198.14335,0.027947
1198.14435,0.027995
1198.14535,0.028091
1198.14635,0.028242
1198.14735,0.028443
1198.14835,0.028663
1198.14935,0.028894
1198.15035,0.029166
1198.15135,0.029473
1198.15235,0.029821
1198.15335,0.030203
1198.15435,0.030583
1198.15535,0.030954
1198.15635,0.031331
1198.15735,0.031693
1198.15835,0.03206
1198.15935,0.032404
1198.16035,0.032723
1198.16135,0.033004
1198.16235,0.03324
1198.16335,0.033413
1198.16435,0.033552
1198.16535,0.033642
1198.16635,0.033667
1198.16735,0.03363
1198.16835,0.033509
1198.16935,0.033304
1198.17035,0.033009
1198.17135,0.032656
1198.17235,0.032208
1198.17335,0.031712
1198.17435,0.031174
1198.17535,0.030605
1198.17635,0.030026
1198.17735,0.029448
1198.17835,0.028894
1198.17935,0.028364
1198.18035,0.027845
1198.18135,0.027357
1198.18235,0.026902
1198.18335,0.026472
1198.18435,0.026082
1198.18535,0.025722
1198.18635,0.02541
1198.18735,0.025139
1198.18835,0.024936
1198.18935,0.024774
1198.19035,0.024638
1198.19135,0.024512
1198.19235,0.024383
1198.19335,0.02426
1198.19435,0.024128
1198.19535,0.023987
1198.19635,0.023848
1198.19735,0.0237
1198.19835,0.023551
1198.19935,0.02341
1198.20035,0.023276
1198.20135,0.023169
1198.20235,0.023094
1198.20335,0.023034
1198.20435,0.022987
1198.20535,0.022945
1198.20635,0.022916
1198.20735,0.02292
1198.20835,0.022957
1198.20935,0.023011
1198.21035,0.023071
1198.21135,0.023157
1198.21235,0.023264
1198.21335,0.023394
1198.21435,0.023529
1198.21535,0.023686
1198.21635,0.023832
1198.21735,0.023973
1198.21835,0.024102
1198.21935,0.024221
1198.22035,0.024332
1198.22135,0.024426
1198.22235,0.024497
1198.22335,0.02453
1198.22435,0.024547
1198.22535,0.024556
1198.22635,0.024579
1198.22735,0.024606
1198.22835,0.024628
1198.22935,0.024645
1198.23035,0.024688
1198.23135,0.024765
1198.23235,0.02489
1198.23335,0.025061
1198.23435,0.025291
1198.23535,0.025562
1198.23635,0.02588
1198.23735,0.026261
1198.23835,0.026699
1198.23935,0.027219
1198.24035,0.027784
1198.24135,0.028387
1198.24235,0.028999
1198.24335,0.029626
1198.24435,0.030255
1198.24535,0.03089
1198.24635,0.03149
1198.24735,0.032052
1198.24835,0.032537
1198.24935,0.032958
1198.25035,0.03332
1198.25135,0.033662
1198.25235,0.033958
1198.25335,0.034196
1198.25435,0.034363
1198.25535,0.034453
1198.25635,0.034482
1198.25735,0.034483
1198.25835,0.034483
1198.25935,0.034485
1198.26035,0.034478
1198.26135,0.034469
1198.26235,0.034487
1198.26335,0.034531
1198.26435,0.03463
1198.26535,0.034781
1198.26635,0.034952
1198.26735,0.035125
1198.26835,0.035298
1198.26935,0.035477
1198.27035,0.035679
1198.27135,0.035913
1198.27235,0.036151
1198.27335,0.036357
1198.27435,0.036499
1198.27535,0.036577
1198.27635,0.03661
1198.27735,0.036594
1198.27835,0.036518
1198.27935,0.036364
1198.28035,0.036101
1198.28135,0.035725
1198.28235,0.035292
1198.28335,0.034842
1198.28435,0.034419
1198.28535,0.034003
1198.28635,0.033577
1198.28735,0.033121
1198.28835,0.032667
1198.28935,0.032253
1198.29035,0.03194
1198.29135,0.031734
1198.29235,0.031617
1198.29335,0.03156
1198.29435,0.031579
1198.29535,0.031647
1198.29635,0.031824
1198.29735,0.032119
1198.29835,0.032477
1198.29935,0.032834
1198.30035,0.033178
1198.30135,0.03352
1198.30235,0.033886
1198.30335,0.034271
1198.30435,0.034666
1198.30535,0.035033
1198.30635,0.035347
1198.30735,0.035574
1198.30835,0.035746
1198.30935,0.035899
1198.31035,0.036016
1198.31135,0.036149
1198.31235,0.036279
1198.31335,0.036374
1198.31435,0.036433
1198.31535,0.036481
1198.31635,0.036499
1198.31735,0.036493
1198.31835,0.036459
1198.31935,0.036399
1198.32035,0.036307
1198.32135,0.036186
1198.32235,0.036039
1198.32335,0.035888
1198.32435,0.035711
1198.32535,0.035512
1198.32635,0.035298
1198.32735,0.035055
1198.32835,0.034787
1198.32935,0.034514
1198.33035,0.034258
1198.33135,0.034011
1198.33235,0.033788
1198.33335,0.033596
1198.33435,0.033442
1198.33535,0.03332
1198.33635,0.033215
1198.33735,0.033137
1198.33835,0.03308
1198.33935,0.033055
1198.34035,0.033064
1198.34135,0.033078
1198.34235,0.033084
1198.34335,0.033045
1198.34435,0.032974
1198.34535,0.03288
1198.34635,0.03277
1198.34735,0.032628
1198.34835,0.032454
1198.34935,0.032236
1198.35035,0.031955
1198.35135,0.031622
1198.35235,0.031256
1198.35335,0.030874
1198.35435,0.030465
1198.35535,0.030028
1198.35635,0.029554
1198.35735,0.029058
1198.35835,0.028542
1198.35935,0.028047
1198.36035,0.02756
1198.36135,0.027081
1198.36235,0.026596
1198.36335,0.026139
1198.36435,0.025711
1198.36535,0.025323
1198.36635,0.025004
1198.36735,0.02474
1198.36835,0.024547
1198.36935,0.02441
1198.37035,0.024335
1198.37135,0.024321
1198.37235,0.024383
1198.37335,0.024528
1198.37435,0.024759
1198.37535,0.02508
1198.37635,0.025444
1198.37735,0.025864
1198.37835,0.026329
1198.37935,0.026833
1198.38035,0.02735
1198.38135,0.0279
1198.38235,0.028434
1198.38335,0.028964
1198.38435,0.029489
1198.38535,0.030008
1198.38635,0.030504
1198.38735,0.030968
1198.38835,0.031393
1198.38935,0.031755
1198.39035,0.032073
1198.39135,0.03233
1198.39235,0.032564
1198.39335,0.032766
1198.39435,0.032952
1198.39535,0.033109
1198.39635,0.033258
1198.39735,0.033376
1198.39835,0.033486
1198.39935,0.033598
1198.40035,0.033669
1198.40135,0.033694
1198.40235,0.033689
1198.40335,0.033642
1198.40435,0.033561
1198.40535,0.033469
1198.40635,0.033321
1198.40735,0.033128
1198.40835,0.032894
1198.40935,0.03261
1198.41035,0.032257
1198.41135,0.031841
1198.41235,0.031361
1198.41335,0.030844
1198.41435,0.030309
1198.41535,0.02974
1198.41635,0.029162
1198.41735,0.028586
1198.41835,0.028019
1198.41935,0.027489
1198.42035,0.026987
1198.42135,0.026527
1198.42235,0.026126
1198.42335,0.0258
1198.42435,0.025537
1198.42535,0.025339
1198.42635,0.025203
1198.42735,0.025154
1198.42835,0.025177
1198.42935,0.025252
1198.43035,0.025357
1198.43135,0.025507
1198.43235,0.025692
1198.43335,0.025925
1198.43435,0.026177
1198.43535,0.026446
1198.43635,0.026738
1198.43735,0.027046
1198.43835,0.027369
1198.43935,0.027682
1198.44035,0.028011
1198.44135,0.028326
1198.44235,0.028645
1198.44335,0.028944
1198.44435,0.029235
1198.44535,0.029508
1198.44635,0.029772
1198.44735,0.030007
1198.44835,0.030243
1198.44935,0.030432
1198.45035,0.030597
1198.45135,0.030724
1198.45235,0.03082
1198.45335,0.030872
1198.45435,0.030903
1198.45535,0.030923
1198.45635,0.030902
1198.45735,0.030868
1198.45835,0.030804
1198.45935,0.03073
1198.46035,0.030632
1198.46135,0.030524
1198.46235,0.030405
1198.46335,0.030267
1198.46435,0.030094
1198.46535,0.029929
1198.46635,0.029759
1198.46735,0.029581
1198.46835,0.029411
1198.46935,0.029245
1198.47035,0.029073
1198.47135,0.028883
1198.47235,0.02871
1198.47335,0.028538
1198.47435,0.02839
1198.47535,0.028269
1198.47635,0.028164
1198.47735,0.028073
1198.47835,0.027988
1198.47935,0.027927
1198.48035,0.027925
1198.48135,0.027965
1198.48235,0.028041
1198.48335,0.02816
1198.48435,0.028294
1198.48535,0.028466
1198.48635,0.028672
1198.48735,0.028923
1198.48835,0.029196
1198.48935,0.029484
1198.49035,0.02979
1198.49135,0.030083
1198.49235,0.030358
1198.49335,0.030626
1198.49435,0.030878
1198.49535,0.031123
1198.49635,0.031304
1198.49735,0.031439
1198.49835,0.031521
1198.49935,0.031549
1198.50035,0.031537
1198.50135,0.031448
1198.50235,0.031294
1198.50335,0.031061
1198.50435,0.030752
1198.50535,0.030384
1198.50635,0.029948
1198.50735,0.029469
1198.50835,0.028962
1198.50935,0.028427
1198.51035,0.027881
1198.51135,0.027329
1198.51235,0.026786
1198.51335,0.026259
1198.51435,0.025769
1198.51535,0.025312
1198.51635,0.024879
1198.51735,0.024487
1198.51835,0.024128
1198.51935,0.023813
1198.52035,0.023529
1198.52135,0.023274
1198.52235,0.02305
1198.52335,0.022843
1198.52435,0.022649
1198.52535,0.022465
1198.52635,0.022276
1198.52735,0.022073
1198.52835,0.021857
1198.52935,0.021604
1198.53035,0.021328
1198.53135,0.021025
1198.53235,0.020709
1198.53335,0.020376
1198.53435,0.020033
1198.53535,0.019688
1198.53635,0.019335
1198.53735,0.01899
1198.53835,0.018639
1198.53935,0.018302
1198.54035,0.017983
1198.54135,0.017695
1198.54235,0.017432
1198.54335,0.017211
1198.54435,0.017017
1198.54535,0.016876
1198.54635,0.016775
1198.54735,0.016712
1198.54835,0.016707
1198.54935,0.016752
1198.55035,0.016876
1198.55135,0.01706
1198.55235,0.017313
1198.55335,0.017589
1198.55435,0.017919
1198.55535,0.018329
1198.55635,0.018855
1198.55735,0.019463
1198.55835,0.020096
1198.55935,0.020727
1198.56035,0.021381
1198.56135,0.022069
1198.56235,0.022832
1198.56335,0.023675
1198.56435,0.024516
1198.56535,0.025315
1198.56635,0.026028
1198.56735,0.026673
1198.56835,0.027307
1198.56935,0.027955
1198.57035,0.028592
1198.57135,0.029134
1198.57235,0.029559
1198.57335,0.029881
1198.57435,0.030192
1198.57535,0.030514
1198.57635,0.030825
1198.57735,0.031095
1198.57835,0.031271
1198.57935,0.031356
1198.58035,0.031414
1198.58135,0.031489
1198.58235,0.031617
1198.58335,0.031821
1198.58435,0.032042
1198.58535,0.032266
1198.58635,0.032507
1198.58735,0.032823
1198.58835,0.033199
1198.58935,0.033632
1198.59035,0.034095
1198.59135,0.034551
1198.59235,0.035001
1198.59335,0.035462
1198.59435,0.035927
1198.59535,0.036385
1198.59635,0.036844
1198.59735,0.037295
1198.59835,0.037706
1198.59935,0.038035
1198.60035,0.038299
1198.60135,0.038508
1198.60235,0.038648
1198.60335,0.038709
1198.60435,0.038668
1198.60535,0.038526
1198.60635,0.038301
1198.60735,0.037997
1198.60835,0.037635
1198.60935,0.037194
1198.61035,0.036685
1198.61135,0.036114
1198.61235,0.035454
1198.61335,0.034751
1198.61435,0.034023
1198.61535,0.033272
1198.61635,0.032503
1198.61735,0.031754
1198.61835,0.03101
1198.61935,0.030271
1198.62035,0.029548
1198.62135,0.02887
1198.62235,0.028218
1198.62335,0.027642
1198.62435,0.02711
1198.62535,0.026625
1198.62635,0.026214
1198.62735,0.025873
1198.62835,0.025608
1198.62935,0.02538
1198.63035,0.025164
1198.63135,0.025018
1198.63235,0.024932
1198.63335,0.024881
1198.63435,0.024875
1198.63535,0.024909
1198.63635,0.024986
1198.63735,0.025087
1198.63835,0.025251
1198.63935,0.025458
1198.64035,0.025747
1198.64135,0.026082
1198.64235,0.026441
1198.64335,0.026826
1198.64435,0.027262
1198.64535,0.027811
1198.64635,0.02851
1198.64735,0.029262
1198.64835,0.029981
1198.64935,0.030592
1198.65035,0.031094
1198.65135,0.03152
1198.65235,0.03192
1198.65335,0.032247
1198.65435,0.032436
1198.65535,0.032498
1198.65635,0.032432
1198.65735,0.032308
1198.65835,0.032151
1198.65935,0.031943
1198.66035,0.031675
1198.66135,0.031291
1198.66235,0.030771
1198.66335,0.030173
1198.66435,0.029564
1198.66535,0.029036
1198.66635,0.028588
1198.66735,0.028185
1198.66835,0.027794
1198.66935,0.027453
1198.67035,0.027211
1198.67135,0.027041
1198.67235,0.026934
1198.67335,0.026856
1198.67435,0.026779
1198.67535,0.026731
1198.67635,0.026713
1198.67735,0.026715
1198.67835,0.026745
1198.67935,0.026783
1198.68035,0.026847
1198.68135,0.026934
1198.68235,0.027052
1198.68335,0.027207
1198.68435,0.027378
1198.68535,0.027574
1198.68635,0.027782
1198.68735,0.02801
1198.68835,0.028263
1198.68935,0.028542
1198.69035,0.028848
1198.69135,0.02917
1198.69235,0.029488
1198.69335,0.029816
1198.69435,0.03014
1198.69535,0.030465
1198.69635,0.030795
1198.69735,0.031106
1198.69835,0.031402
1198.69935,0.03167
1198.70035,0.031929
1198.70135,0.032175
1198.70235,0.032408
1198.70335,0.032631
1198.70435,0.032828
1198.70535,0.033006
1198.70635,0.033165
1198.70735,0.03329
1198.70835,0.033392
1198.70935,0.033476
1198.71035,0.033547
1198.71135,0.0336
1198.71235,0.033637
1198.71335,0.033669
1198.71435,0.033697
1198.71535,0.033705
1198.71635,0.033705
1198.71735,0.033689
1198.71835,0.033681
1198.71935,0.033653
1198.72035,0.033625
1198.72135,0.033596
1198.72235,0.03355
1198.72335,0.033527
1198.72435,0.033504
1198.72535,0.033485
1198.72635,0.033458
1198.72735,0.033426
1198.72835,0.033367
1198.72935,0.033295
1198.73035,0.033203
1198.73135,0.033087
1198.73235,0.032944
1198.73335,0.032766
1198.73435,0.03253
1198.73535,0.032273
1198.73635,0.031986
1198.73735,0.03167
1198.73835,0.031343
1198.73935,0.030986
1198.74035,0.030618
1198.74135,0.030231
1198.74235,0.029831
1198.74335,0.029441
1198.74435,0.02908
1198.74535,0.028733
1198.74635,0.028397
1198.74735,0.028106
1198.74835,0.027843
1198.74935,0.027629
1198.75035,0.027474
1198.75135,0.027369
1198.75235,0.027307
1198.75335,0.027289
1198.75435,0.027316
1198.75535,0.027392
1198.75635,0.027529
1198.75735,0.027705
1198.75835,0.027946
1198.75935,0.028246
1198.76035,0.028582
1198.76135,0.028967
1198.76235,0.029403
1198.76335,0.029884
1198.76435,0.030387
1198.76535,0.030905
1198.76635,0.031438
1198.76735,0.031969
1198.76835,0.032494
1198.76935,0.032988
1198.77035,0.033444
1198.77135,0.033857
1198.77235,0.034221
1198.77335,0.034542
1198.77435,0.034788
1198.77535,0.034962
1198.77635,0.035067
1198.77735,0.035109
1198.77835,0.035081
1198.77935,0.034994
1198.78035,0.03487
1198.78135,0.034696
1198.78235,0.034492
1198.78335,0.034267
1198.78435,0.03402
1198.78535,0.033783
1198.78635,0.033536
1198.78735,0.033298
1198.78835,0.033068
1198.78935,0.032871
1198.79035,0.032704
1198.79135,0.032573
1198.79235,0.032482
1198.79335,0.032408
1198.79435,0.032374
1198.79535,0.032362
1198.79635,0.03236
1198.79735,0.032374
1198.79835,0.032369
1198.79935,0.032342
1198.80035,0.032303
1198.80135,0.032236
1198.80235,0.032145
1198.80335,0.032028
1198.80435,0.031888
1198.80535,0.031712
1198.80635,0.031515
1198.80735,0.031283
1198.80835,0.031013
1198.80935,0.030724
1198.81035,0.030406
1198.81135,0.030063
1198.81235,0.029706
1198.81335,0.029342
1198.81435,0.028986
1198.81535,0.028661
1198.81635,0.028359
1198.81735,0.028079
1198.81835,0.027857
1198.81935,0.027677
1198.82035,0.027538
1198.82135,0.027451
1198.82235,0.027425
1198.82335,0.027458
1198.82435,0.027544
1198.82535,0.027682
1198.82635,0.027867
1198.82735,0.028091
1198.82835,0.028353
1198.82935,0.028651
1198.83035,0.028957
1198.83135,0.02925
1198.83235,0.029553
1198.83335,0.029876
1198.83435,0.030185
1198.83535,0.03047
1198.83635,0.030717
1198.83735,0.030934
1198.83835,0.031145
1198.83935,0.031336
1198.84035,0.031498
1198.84135,0.031615
1198.84235,0.031696
1198.84335,0.03175
1198.84435,0.03179
1198.84535,0.031806
1198.84635,0.031824
1198.84735,0.031837
1198.84835,0.031829
1198.84935,0.031806
1198.85035,0.031769
1198.85135,0.031739
1198.85235,0.031744
1198.85335,0.031778
1198.85435,0.031783
1198.85535,0.031789
1198.85635,0.031822
1198.85735,0.031884
1198.85835,0.031984
1198.85935,0.032103
1198.86035,0.03223
1198.86135,0.032371
1198.86235,0.03253
1198.86335,0.032716
1198.86435,0.032913
1198.86535,0.033101
1198.86635,0.033309
1198.86735,0.033518
1198.86835,0.033715
1198.86935,0.033905
1198.87035,0.034097
1198.87135,0.034274
1198.87235,0.034412
1198.87335,0.034515
1198.87435,0.034565
1198.87535,0.034583
1198.87635,0.034579
1198.87735,0.034549
1198.87835,0.034478
1198.87935,0.034381
1198.88035,0.034294
1198.88135,0.03421
1198.88235,0.034106
1198.88335,0.034003
1198.88435,0.0339
1198.88535,0.033777
1198.88635,0.033653
1198.88735,0.033531
1198.88835,0.033407
1198.88935,0.033307
1198.89035,0.033242
1198.89135,0.033179
1198.89235,0.033116
1198.89335,0.033057
1198.89435,0.033023
1198.89535,0.033016
1198.89635,0.03299
1198.89735,0.032959
1198.89835,0.032926
1198.89935,0.032865
1198.90035,0.032805
1198.90135,0.032734
1198.90235,0.032644
1198.90335,0.032539
1198.90435,0.03245
1198.90535,0.032353
1198.90635,0.032237
1198.90735,0.032143
1198.90835,0.032065
1198.90935,0.032009
1198.91035,0.031962
1198.91135,0.031943
1198.91235,0.031927
1198.91335,0.03192
1198.91435,0.031938
1198.91535,0.031977
1198.91635,0.032019
1198.91735,0.032076
1198.91835,0.032131
1198.91935,0.032179
1198.92035,0.032211
1198.92135,0.032237
1198.92235,0.032262
1198.92335,0.032266
1198.92435,0.032253
1198.92535,0.032218
1198.92635,0.032183
1198.92735,0.03209
1198.92835,0.032016
1198.92935,0.031954
1198.93035,0.031904
1198.93135,0.031908
1198.93235,0.031934
1198.93335,0.032021
1198.93435,0.032175
1198.93535,0.032378
1198.93635,0.032615
1198.93735,0.032873
1198.93835,0.03314
1198.93935,0.033449
1198.94035,0.033807
1198.94135,0.034196
1198.94235,0.034602
1198.94335,0.035047
1198.94435,0.035512
1198.94535,0.035982
1198.94635,0.036463
1198.94735,0.03693
1198.94835,0.037359
1198.94935,0.037719
1198.95035,0.038049
1198.95135,0.038365
1198.95235,0.038689
1198.95335,0.039012
1198.95435,0.039285
1198.95535,0.039521
1198.95635,0.039686
1198.95735,0.039841
1198.95835,0.039961
1198.95935,0.040038
1198.96035,0.040057
1198.96135,0.040038
1198.96235,0.039945
1198.96335,0.039786
1198.96435,0.039598
1198.96535,0.039374
1198.96635,0.039108
1198.96735,0.038778
1198.96835,0.038379
1198.96935,0.037955
1198.97035,0.037556
1198.97135,0.037164
1198.97235,0.036779
1198.97335,0.036383
1198.97435,0.035977
1198.97535,0.035601
1198.97635,0.035273
1198.97735,0.034984
1198.97835,0.034753
1198.97935,0.034588
1198.98035,0.034485
1198.98135,0.034464
1198.98235,0.034501
1198.98335,0.034618
1198.98435,0.03481
1198.98535,0.035042
1198.98635,0.035326
1198.98735,0.03564
1198.98835,0.036014
1198.98935,0.036438
1198.99035,0.036928
1198.99135,0.037465
1198.99235,0.038017
1198.99335,0.038595
1198.99435,0.039203
1198.99535,0.039822
1198.99635,0.040451
1198.99735,0.041066
1198.99835,0.041658
1198.99935,0.042225
1199.00035,0.042765
1199.00135,0.043283
1199.00235,0.043776
1199.00335,0.044241
1199.00435,0.044675
1199.00535,0.045064
1199.00635,0.0454
1199.00735,0.045669
1199.00835,0.04589
1199.00935,0.046047
1199.01035,0.046139
1199.01135,0.04616
1199.01235,0.046125
1199.01335,0.046049
1199.01435,0.045926
1199.01535,0.045761
1199.01635,0.045537
1199.01735,0.045265
1199.01835,0.044946
1199.01935,0.044596
1199.02035,0.044209
1199.02135,0.043775
1199.02235,0.043288
1199.02335,0.042758
1199.02435,0.042195
1199.02535,0.041627
1199.02635,0.041038
1199.02735,0.040437
1199.02835,0.039836
1199.02935,0.039227
1199.03035,0.038617
1199.03135,0.038022
1199.03235,0.037453
1199.03335,0.036926
1199.03435,0.036449
1199.03535,0.036011
1199.03635,0.035621
1199.03735,0.035301
1199.03835,0.035078
1199.03935,0.034952
1199.04035,0.034932
1199.04135,0.035001
1199.04235,0.035163
1199.04335,0.035406
1199.04435,0.035709
1199.04535,0.036062
1199.04635,0.036495
1199.04735,0.03697
1199.04835,0.037501
1199.04935,0.038029
1199.05035,0.038537
1199.05135,0.039032
1199.05235,0.039498
1199.05335,0.039942
1199.05435,0.040335
1199.05535,0.04068
1199.05635,0.040935
1199.05735,0.041111
1199.05835,0.041198
1199.05935,0.041214
1199.06035,0.041166
1199.06135,0.041045
1199.06235,0.040834
1199.06335,0.040559
1199.06435,0.040204
1199.06535,0.039823
1199.06635,0.039431
1199.06735,0.039035
1199.06835,0.038641
1199.06935,0.038246
1199.07035,0.037868
1199.07135,0.037515
1199.07235,0.037213
1199.07335,0.036956
1199.07435,0.036747
1199.07535,0.03658
1199.07635,0.036454
1199.07735,0.036417
1199.07835,0.036454
1199.07935,0.036555
1199.08035,0.03671
1199.08135,0.036903
1199.08235,0.037119
1199.08335,0.037366
1199.08435,0.037646
1199.08535,0.037935
1199.08635,0.038198
1199.08735,0.038441
1199.08835,0.038643
1199.08935,0.038771
1199.09035,0.038858
1199.09135,0.03889
1199.09235,0.038899
1199.09335,0.038884
1199.09435,0.03886
1199.09535,0.038796
1199.09635,0.038711
1199.09735,0.038599
1199.09835,0.038494
1199.09935,0.038407
1199.10035,0.038338
1199.10135,0.038264
1199.10235,0.038193
1199.10335,0.038106
1199.10435,0.038037
1199.10535,0.038045
1199.10635,0.038107
1199.10735,0.03821
1199.10835,0.038315
1199.10935,0.03839
1199.11035,0.038441
1199.11135,0.038523
1199.11235,0.038643
1199.11335,0.038778
1199.11435,0.038895
1199.11535,0.03897
1199.11635,0.038978
1199.11735,0.038968
1199.11835,0.038952
1199.11935,0.038938
1199.12035,0.0389
1199.12135,0.038794
1199.12235,0.038604
1199.12335,0.038381
1199.12435,0.038111
1199.12535,0.037788
1199.12635,0.037396
1199.12735,0.036919
1199.12835,0.036373
1199.12935,0.03578
1199.13035,0.035143
1199.13135,0.034453
1199.13235,0.033734
1199.13335,0.032981
1199.13435,0.032198
1199.13535,0.031395
1199.13635,0.030595
1199.13735,0.029826
1199.13835,0.029099
1199.13935,0.028406
1199.14035,0.027753
1199.14135,0.027168
1199.14235,0.02669
1199.14335,0.026366
1199.14435,0.026192
1199.14535,0.026143
1199.14635,0.02619
1199.14735,0.026325
1199.14835,0.026567
1199.14935,0.026942
1199.15035,0.027477
1199.15135,0.028097
1199.15235,0.028748
1199.15335,0.02942
1199.15435,0.030124
1199.15535,0.030843
1199.15635,0.031588
1199.15735,0.032354
1199.15835,0.033104
1199.15935,0.033761
1199.16035,0.034324
1199.16135,0.034797
1199.16235,0.035223
1199.16335,0.035626
1199.16435,0.035972
1199.16535,0.036243
1199.16635,0.03641
1199.16735,0.036513
1199.16835,0.036605
1199.16935,0.036683
1199.17035,0.036752
1199.17135,0.036793
1199.17235,0.036823
1199.17335,0.036844
1199.17435,0.036848
1199.17535,0.036871
1199.17635,0.036905
1199.17735,0.036944
1199.17835,0.036983
1199.17935,0.037013
1199.18035,0.037047
1199.18135,0.03707
1199.18235,0.037068
1199.18335,0.03705
1199.18435,0.036976
1199.18535,0.03682
1199.18635,0.036621
1199.18735,0.036417
1199.18835,0.036208
1199.18935,0.035963
1199.19035,0.035686
1199.19135,0.035353
1199.19235,0.034968
1199.19335,0.034576
1199.19435,0.034175
1199.19535,0.033763
1199.19635,0.033316
1199.19735,0.032839
1199.19835,0.032344
1199.19935,0.031842
1199.20035,0.031373
1199.20135,0.030988
1199.20235,0.030631
1199.20335,0.030313
1199.20435,0.030003
1199.20535,0.029738
1199.20635,0.029527
1199.20735,0.029396
1199.20835,0.029341
1199.20935,0.029346
1199.21035,0.029433
1199.21135,0.029577
1199.21235,0.029806
1199.21335,0.030131
1199.21435,0.030546
1199.21535,0.03105
1199.21635,0.031632
1199.21735,0.032267
1199.21835,0.032961
1199.21935,0.033683
1199.22035,0.034451
1199.22135,0.035255
1199.22235,0.036076
1199.22335,0.036901
1199.22435,0.037747
1199.22535,0.038588
1199.22635,0.039437
1199.22735,0.040278
1199.22835,0.041121
1199.22935,0.041947
1199.23035,0.042756
1199.23135,0.043549
1199.23235,0.044319
1199.23335,0.045053
1199.23435,0.045746
1199.23535,0.046404
1199.23635,0.047005
1199.23735,0.047551
1199.23835,0.048053
1199.23935,0.048494
1199.24035,0.048849
1199.24135,0.049156
1199.24235,0.049356
1199.24335,0.049483
1199.24435,0.049522
1199.24535,0.049486
1199.24635,0.049384
1199.24735,0.049216
1199.24835,0.048989
1199.24935,0.048711
1199.25035,0.048397
1199.25135,0.048049
1199.25235,0.047666
1199.25335,0.04723
1199.25435,0.046769
1199.25535,0.046301
1199.25635,0.04584
1199.25735,0.045368
1199.25835,0.044909
1199.25935,0.044458
1199.26035,0.04403
1199.26135,0.04362
1199.26235,0.043218
1199.26335,0.042834
1199.26435,0.042459
1199.26535,0.042103
1199.26635,0.041765
1199.26735,0.041433
1199.26835,0.041139
1199.26935,0.040885
1199.27035,0.04066
1199.27135,0.040447
1199.27235,0.040257
1199.27335,0.040091
1199.27435,0.039943
1199.27535,0.039817
1199.27635,0.0397
1199.27735,0.039571
1199.27835,0.039461
1199.27935,0.039363
1199.28035,0.039278
1199.28135,0.0392
1199.28235,0.039101
1199.28335,0.038989
1199.28435,0.038863
1199.28535,0.038726
1199.28635,0.038577
1199.28735,0.03843
1199.28835,0.038265
1199.28935,0.038083
1199.29035,0.037902
1199.29135,0.037733
1199.29235,0.037577
1199.29335,0.037453
1199.29435,0.037357
1199.29535,0.037272
1199.29635,0.03719
1199.29735,0.037087
1199.29835,0.036995
1199.29935,0.036942
1199.30035,0.036915
1199.30135,0.036915
1199.30235,0.036937
1199.30335,0.036956
1199.30435,0.037002
1199.30535,0.037075
1199.30635,0.037167
1199.30735,0.037267
1199.30835,0.037325
1199.30935,0.037346
1199.31035,0.037318
1199.31135,0.037272
1199.31235,0.03722
1199.31335,0.037174
1199.31435,0.037116
1199.31535,0.036993
1199.31635,0.036821
1199.31735,0.036603
1199.31835,0.036348
1199.31935,0.036071
1199.32035,0.035743
1199.32135,0.035372
1199.32235,0.034953
1199.32335,0.034492
1199.32435,0.034033
1199.32535,0.033575
1199.32635,0.033133
1199.32735,0.032677
1199.32835,0.032202
1199.32935,0.031725
1199.33035,0.031274
1199.33135,0.030902
1199.33235,0.030611
1199.33335,0.030412
1199.33435,0.030316
1199.33535,0.030364
1199.33635,0.030579
1199.33735,0.030989
1199.33835,0.031581
1199.33935,0.032367
1199.34035,0.033319
1199.34135,0.034416
1199.34235,0.035597
1199.34335,0.036829
1199.34435,0.038104
1199.34535,0.039413
1199.34635,0.040749
1199.34735,0.042047
1199.34835,0.043287
1199.34935,0.044414
1199.35035,0.045429
1199.35135,0.046311
1199.35235,0.047071
1199.35335,0.04766
1199.35435,0.048065
